t,f_total,f_from_corridor,f_from_outer,survival
4854,5.7662159239846425e-05,5.7662159239846425e-05,0.0,0.5464194482804767
4855,5.765606602530772e-05,5.765606602530772e-05,0.0,0.5463617922144515
4856,5.764997346587795e-05,5.764997346587795e-05,0.0,0.5463041422409856
4857,5.764388156157842e-05,5.764388156157842e-05,0.0,0.546246498359424
4858,5.7637790312429754e-05,5.7637790312429754e-05,0.0,0.5461888605691115
4859,5.763169971845185e-05,5.763169971845185e-05,0.0,0.5461312288693931
4860,5.762560977966394e-05,5.762560977966394e-05,0.0,0.5460736032596135
4861,5.761952049608453e-05,5.761952049608453e-05,0.0,0.5460159837391173
4862,5.761343186773148e-05,5.761343186773148e-05,0.0,0.5459583703072496
4863,5.76073438946219e-05,5.76073438946219e-05,0.0,0.545900762963355
4864,5.760125657677226e-05,5.760125657677226e-05,0.0,0.5458431617067783
4865,5.759516991419831e-05,5.759516991419831e-05,0.0,0.545785566536864
4866,5.758908390691513e-05,5.758908390691513e-05,0.0,0.5457279774529571
4867,5.7582998554937114e-05,5.7582998554937114e-05,0.0,0.5456703944544021
4868,5.7576913858278e-05,5.7576913858278e-05,0.0,0.5456128175405438
4869,5.7570829816950796e-05,5.7570829816950796e-05,0.0,0.5455552467107269
4870,5.756474643096791e-05,5.756474643096791e-05,0.0,0.5454976819642958
4871,5.7558663700341024e-05,5.7558663700341024e-05,0.0,0.5454401233005954
4872,5.755258162508115e-05,5.755258162508115e-05,0.0,0.5453825707189703
4873,5.754650020519867e-05,5.754650020519867e-05,0.0,0.5453250242187652
4874,5.754041944070324e-05,5.754041944070324e-05,0.0,0.5452674837993243
4875,5.753433933160394e-05,5.753433933160394e-05,0.0,0.5452099494599927
4876,5.7528259877909105e-05,5.7528259877909105e-05,0.0,0.5451524212001148
4877,5.752218107962644e-05,5.752218107962644e-05,0.0,0.5450948990190352
4878,5.751610293676302e-05,5.751610293676302e-05,0.0,0.5450373829160984
4879,5.751002544932524e-05,5.751002544932524e-05,0.0,0.544979872890649
4880,5.7503948617318874e-05,5.7503948617318874e-05,0.0,0.5449223689420316
4881,5.7497872440748946e-05,5.7497872440748946e-05,0.0,0.5448648710695908
4882,5.749179691961998e-05,5.749179691961998e-05,0.0,0.5448073792726711
4883,5.7485722053935776e-05,5.7485722053935776e-05,0.0,0.5447498935506172
4884,5.74796478436995e-05,5.74796478436995e-05,0.0,0.5446924139027735
4885,5.747357428891365e-05,5.747357428891365e-05,0.0,0.5446349403284845
4886,5.7467501389580154e-05,5.7467501389580154e-05,0.0,0.5445774728270949
4887,5.746142914570024e-05,5.746142914570024e-05,0.0,0.5445200113979491
4888,5.745535755727455e-05,5.745535755727455e-05,0.0,0.5444625560403918
4889,5.744928662430305e-05,5.744928662430305e-05,0.0,0.5444051067537674
4890,5.7443216346785124e-05,5.7443216346785124e-05,0.0,0.5443476635374206
4891,5.74371467247195e-05,5.74371467247195e-05,0.0,0.5442902263906959
4892,5.7431077758104276e-05,5.7431077758104276e-05,0.0,0.5442327953129377
4893,5.742500944693697e-05,5.742500944693697e-05,0.0,0.5441753703034907
4894,5.7418941791214444e-05,5.7418941791214444e-05,0.0,0.5441179513616995
4895,5.7412874790932935e-05,5.7412874790932935e-05,0.0,0.5440605384869085
4896,5.7406808446088115e-05,5.7406808446088115e-05,0.0,0.5440031316784624
4897,5.7400742756675e-05,5.7400742756675e-05,0.0,0.5439457309357056
4898,5.739467772268798e-05,5.739467772268798e-05,0.0,0.5438883362579829
4899,5.7388613344120894e-05,5.7388613344120894e-05,0.0,0.5438309476446388
4900,5.738254962096695e-05,5.738254962096695e-05,0.0,0.5437735650950178
4901,5.737648655321872e-05,5.737648655321872e-05,0.0,0.5437161886084646
4902,5.737042414086825e-05,5.737042414086825e-05,0.0,0.5436588181843237
4903,5.736436238390688e-05,5.736436238390688e-05,0.0,0.5436014538219398
4904,5.735830128232547e-05,5.735830128232547e-05,0.0,0.5435440955206574
4905,5.7352240836114224e-05,5.7352240836114224e-05,0.0,0.5434867432798213
4906,5.734618104526273e-05,5.734618104526273e-05,0.0,0.543429397098776
4907,5.7340121909760034e-05,5.7340121909760034e-05,0.0,0.5433720569768663
4908,5.733406342959459e-05,5.733406342959459e-05,0.0,0.5433147229134367
4909,5.732800560475423e-05,5.732800560475423e-05,0.0,0.5432573949078319
4910,5.7321948435226246e-05,5.7321948435226246e-05,0.0,0.5432000729593967
4911,5.7315891920997335e-05,5.7315891920997335e-05,0.0,0.5431427570674756
4912,5.7309836062053576e-05,5.7309836062053576e-05,0.0,0.5430854472314135
4913,5.7303780858380557e-05,5.7303780858380557e-05,0.0,0.5430281434505552
4914,5.729772630996323e-05,5.729772630996323e-05,0.0,0.5429708457242453
4915,5.7291672416785966e-05,5.7291672416785966e-05,0.0,0.5429135540518284
4916,5.7285619178832614e-05,5.7285619178832614e-05,0.0,0.5428562684326496
4917,5.7279566596086406e-05,5.7279566596086406e-05,0.0,0.5427989888660534
4918,5.727351466853007e-05,5.727351466853007e-05,0.0,0.5427417153513848
4919,5.726746339614571e-05,5.726746339614571e-05,0.0,0.5426844478879886
4920,5.726141277891488e-05,5.726141277891488e-05,0.0,0.5426271864752097
4921,5.725536281681863e-05,5.725536281681863e-05,0.0,0.5425699311123928
4922,5.72493135098374e-05,5.72493135098374e-05,0.0,0.542512681798883
4923,5.724326485795109e-05,5.724326485795109e-05,0.0,0.542455438534025
4924,5.7237216861139046e-05,5.7237216861139046e-05,0.0,0.5423982013171639
4925,5.7231169519380095e-05,5.7231169519380095e-05,0.0,0.5423409701476445
4926,5.7225122832652424e-05,5.7225122832652424e-05,0.0,0.5422837450248118
4927,5.721907680093382e-05,5.721907680093382e-05,0.0,0.5422265259480108
4928,5.7213031424201406e-05,5.7213031424201406e-05,0.0,0.5421693129165865
4929,5.720698670243183e-05,5.720698670243183e-05,0.0,0.5421121059298841
4930,5.720094263560116e-05,5.720094263560116e-05,0.0,0.5420549049872485
4931,5.719489922368497e-05,5.719489922368497e-05,0.0,0.5419977100880248
