t,f_total,f_target1,f_target2,survival
135,1.6175797612269064e-09,3.9526518100627827e-13,1.6171844960459e-09,9.060639373428084e-09
136,1.3725548743814212e-09,3.3536819703632095e-13,1.372219506184385e-09,7.68808449904666e-09
137,1.164642847588982e-09,2.845484053938248e-13,1.1643582991835882e-09,6.523441651457681e-09
138,9.882228862083813e-10,2.4143005804515005e-13,9.879814561503362e-10,5.535218765249299e-09
139,8.38525364298672e-10,2.0484594310385359e-13,8.383205183555681e-10,4.696693400950627e-09
140,7.115029525926002e-10,1.7380576946803054e-13,7.113291468231322e-10,3.9851904483580276e-09
141,6.037212539098459e-10,1.4746934564928618e-13,6.035737845641966e-10,3.3814691944481813e-09
142,5.122659940900275e-10,1.2512382556956072e-13,5.121408702644579e-10,2.8692032003581537e-09
143,4.3466426302686855e-10,1.0616440445992056e-13,4.345580986224086e-10,2.4345389373312854e-09
144,3.688176793886727e-10,9.007794159676718e-14,3.6872760144707595e-10,2.0657212579426124e-09
145,3.129456743119249e-10,7.642906600192039e-14,3.12869245245923e-10,1.7527755836306878e-09
146,2.655373624116022e-10,6.484838857263302e-14,2.6547251402302954e-10,1.4872382212190858e-09
147,2.2531070021420787e-10,5.50225012263941e-14,2.2525567771298146e-10,1.261927521004878e-09
148,1.9117782882853827e-10,4.668549209567039e-14,1.911311433364426e-10,1.0707496921763398e-09
149,1.6221566462326887e-10,3.961174690585149e-14,1.62176052876363e-10,9.085340275530709e-10
150,1.3764094337789404e-10,3.3609841531893364e-14,1.3760733353636214e-10,7.70893084175177e-10
151,1.1678904363313478e-10,2.851736030216841e-14,1.1676052627283263e-10,6.541040405420421e-10
152,9.909601703043077e-11,2.419649970468861e-14,9.907182053072608e-11,5.550080235116113e-10
153,8.40833400494644e-11,2.0530338432080702e-14,8.406280971103232e-11,4.70924683462147e-10
154,7.134497506380277e-11,1.7419672754962996e-14,7.13275553910478e-11,3.995797083983442e-10
155,6.053639102055419e-11,1.4780331528514092e-14,6.052161068902568e-11,3.3904331737779e-10
156,5.13652469935056e-11,1.254089812948165e-14,5.1352706095376116e-11,2.876780703842844e-10
157,4.3583486789126197e-11,1.0640777643035466e-14,4.357284601148316e-11,2.440945835951583e-10
158,3.6980630913649485e-11,9.028556969618101e-15,3.697160235667987e-11,2.0711395268150878e-10
159,3.1378084566342226e-11,7.660613454819904e-15,3.137042395288741e-11,1.7573586811516657e-10
160,2.662430778253276e-11,6.499934375362193e-15,2.6617807848157397e-11,1.4911156033263382e-10
161,2.259071715135741e-11,5.515115323938494e-15,2.2585202036033473e-11,1.265208431812764e-10
162,1.9168208306692692e-11,4.679510379687193e-15,1.9163528796313004e-11,1.073526348745837e-10
163,1.6264205169368893e-11,3.970511060721601e-15,1.6260234658308172e-11,9.10884297052148e-11
164,1.3800156157706034e-11,3.3689345417832616e-15,1.379678722316425e-11,7.728827354750877e-11
165,1.1709409666289202e-11,2.858504578178549e-15,1.1706551161711023e-11,6.557886388121959e-11
166,9.935411366116408e-12,2.4254110868461786e-15,9.932985955029562e-12,5.564345251510319e-11
167,8.430174579813295e-12,2.0579364646690424e-15,8.428116643348625e-12,4.721327793528989e-11
168,7.1529823685950834e-12,1.7461385306627448e-15,7.151236230064421e-12,4.006029556669481e-11
169,6.0692862325616406e-12,1.4815815113740886e-15,6.0678046510502665e-12,3.3991009334133163e-11
170,5.1497716420328875e-12,1.2571077892151915e-15,5.148514534243672e-12,2.8841237692100284e-11
171,4.3695651286363946e-12,1.0666442367584145e-15,4.368498484399636e-12,2.4471672563463888e-11
172,3.707561492663486e-12,9.050378961001156e-16,3.706656454767386e-12,2.0764111070800404e-11
173,3.1458529312738067e-12,7.679165566140589e-16,3.145085014717193e-12,1.7618258139526595e-11
174,2.669244648245112e-12,6.515704582620335e-16,2.66859307778685e-12,1.4949013491281484e-11
175,2.264843844636431e-12,5.528519193538519e-16,2.264290992717077e-12,1.2684169646645054e-11
176,1.921710974179019e-12,4.690901727297225e-16,1.921241884006289e-12,1.0762458672466036e-11
177,1.6305638310778215e-12,3.9801910590698116e-16,1.6301658119719146e-12,9.131894841388215e-12
178,1.3835264667199867e-12,3.3771594993175074e-16,1.383188750770055e-12,7.748368374668228e-12
179,1.1739161441759816e-12,2.8654925795686394e-16,1.1736295949180248e-12,6.574452230492245e-12
180,9.960625681225916e-13,2.43134765950192e-16,9.958194333566414e-13,5.578389662369655e-12
181,8.451545007309697e-13,2.0629794122664885e-16,8.449482027897431e-13,4.733235161638684e-12
182,7.171096147496796e-13,1.7504220546557363e-16,7.16934572544214e-13,4.016125546889005e-12
183,6.084640635005651e-13,1.4852197242096877e-16,6.083155415281441e-13,3.4076614833884407e-12
184,5.162787807889992e-13,1.2601977081086997e-16,5.161527610181883e-13,2.8913827025994414e-12
185,4.3805997623047735e-13,1.0692683340982832e-16,4.3795304939706754e-13,2.4533227263689644e-12
186,3.716916754492252e-13,9.072662715661452e-17,3.716009488220686e-13,2.0816310509197393e-12
187,3.1537848039469514e-13,7.698087866597306e-17,3.1530149951602915e-13,1.7662525705250441e-12
188,2.6759700145908236e-13,6.531771705207144e-17,2.6753168374203026e-13,1.4986555690659619e-12
189,2.2705464763925262e-13,5.5421613259366267e-17,2.2699922602599325e-13,1.2716009214267095e-12
190,1.9265466001337498e-13,4.7024843704217035e-17,1.9260763516967076e-13,1.0789462614133343e-12
191,1.6346644267878932e-13,3.990024727305992e-17,1.6342654243151625e-13,9.15479818734545e-13
