t,f_K2,f_K4
1581,0.0002523360222102091,0.00028009529297028297
1582,0.00025226497652670323,0.0002798569759762504
1583,0.0002521938771554784,0.0002796188604202237
1584,0.00025212272436117485,0.0002793809461415403
1585,0.000252051518407604,0.00027914323297962044
1586,0.0002519802595577545,0.00027890572077389
1587,0.00025190894807379337,0.0002786684093638893
1588,0.0002518375842170713,0.0002784312985891666
1589,0.00025176616824812626,0.00027819438828938334
1590,0.000251694700426673,0.0002779576783042022
1591,0.00025162318101163594,0.0002777211684734133
1592,0.00025155161026108904,0.0002774848586368281
1593,0.0002514799884323514,0.00027724874863431737
1594,0.000251408315781898,0.00027701283830583413
1595,0.00025133659256542366,0.00027677712749138824
1596,0.00025126481903780677,0.00027654161603105044
1597,0.0002511929954531423,0.00027630630376496005
1598,0.00025112112206472073,0.0002760711905333111
1599,0.00025104919912505264,0.0002758362761763764
1600,0.0002509772268858474,0.00027560156053449577
1601,0.00025090520559802276,0.0002753670434480581
1602,0.0002508331355117228,0.00027513272475752774
1603,0.0002507610168763069,0.0002748986043034412
1604,0.00025068884994033176,0.00027466468192639354
1605,0.0002506166349516089,0.000274430957467072
1606,0.0002505443721571545,0.00027419743076618835
1607,0.000250472061803198,0.0002739641016645672
1608,0.00025039970413521346,0.000273730970003073
1609,0.00025032729939791765,0.0002734980356226427
1610,0.00025025484783524027,0.00027326529836431076
1611,0.0002501823496903349,0.00027303275806915767
1612,0.0002501098052056138,0.00027280041457832964
1613,0.000250037214622726,0.0002725682677330573
1614,0.0002499645781825564,0.00027233631737464363
1615,0.00024989189612523096,0.00027210456334443925
1616,0.00024981916869013616,0.0002718730054839208
1617,0.00024974639611586766,0.0002716416436345763
1618,0.0002496735786403058,0.0002714104776380254
1619,0.0002496007165005969,0.0002711795073359046
1620,0.00024952780993310435,0.0002709487325699605
1621,0.00024945485917347133,0.0002707181531820091
1622,0.00024938186445658386,0.0002704877690139267
1623,0.00024930882601660153,0.00027025757990766365
1624,0.0002492357440869507,0.00027002758570529866
1625,0.00024916261890031726,0.0002697977862489159
1626,0.0002490894506886461,0.00026956818138070254
1627,0.00024901623968316537,0.00026933877094292125
1628,0.0002489429861143487,0.00026910955477793834
1629,0.0002488696902119912,0.0002688805327281514
1630,0.00024879635220512663,0.0002686517046360624
1631,0.0002487229723220651,0.00026842307034425603
1632,0.00024864955079043804,0.00026819462969538256
1633,0.0002485760878370998,0.00026796638253215603
1634,0.00024850258368821695,0.00026773832869741483
1635,0.00024842903856927754,0.00026751046803403795
1636,0.00024835545270501493,0.00026728280038498223
1637,0.000248281826319464,0.00026705532559333006
1638,0.0002482081596359293,0.00026682804350217966
1639,0.0002481344528770615,0.0002666009539547538
1640,0.0002480607062647801,0.0002663740567943553
1641,0.000247986920020297,0.00026614735186434766
1642,0.00024791309436412995,0.0002659208390081772
1643,0.00024783922951609723,0.00026569451806938635
1644,0.00024776532569536255,0.00026546838889160977
1645,0.0002476913831203227,0.0002652424513185166
1646,0.00024761740200875056,0.0002650167051939135
1647,0.000247543382577685,0.000264791150361669
1648,0.0002474693250435034,0.0002645657866657162
1649,0.00024739522962189515,0.00026434061395009905
1650,0.0002473210965278641,0.0002641156320589367
1651,0.0002472469259757357,0.00026389084083642585
1652,0.0002471727181791367,0.000263666240126848
1653,0.0002470984733510715,0.00026344182977458476
1654,0.0002470241917038091,0.00026321760962408515
1655,0.00024694987344897173,0.00026299357951987934
1656,0.0002468755187974998,0.00026276973930661754
1657,0.00024680112795971205,0.00026254608882899456
1658,0.0002467267011452025,0.0002623226279318153
1659,0.00024665223856291447,0.0002620993564599541
1660,0.0002465777404211447,0.0002618762742583866
1661,0.00024650320692750917,0.0002616533811721774
1662,0.0002464286382889907,0.0002614306770464614
1663,0.0002463540347119006,0.0002612081617264808
1664,0.0002462793964019007,0.0002609858350575441
1665,0.0002462047235639813,0.00026076369688505705
1666,0.0002461300164025016,0.000260541747054534
1667,0.0002460552751211492,0.000260319985411532
1668,0.00024598049992303155,0.0002600984118017366
1669,0.0002459056910105189,0.0002598770260709182
1670,0.0002458308485853712,0.0002596558280648997
1671,0.000245755972848743,0.0002594348176296559
1672,0.00024568106400111445,0.0002592139946111726
1673,0.0002456061222423243,0.00025899335885562176
1674,0.0002455311477716052,0.0002587729102091353
1675,0.00024545614078751296,0.0002585526485180819
1676,0.0002453811014880392,0.00025833257362882457
1677,0.0002453060300704293,0.0002581126853878274
1678,0.00024523092673144894,0.00025789298364167567
1679,0.00024515579166710323,0.00025767346823703637
1680,0.00024508062507287053,0.00025745413902061973
1681,0.00024500542714354765,0.0002572349958393379
1682,0.00024493019807334134,0.0002570160385400594
1683,0.0002448549380558197,0.0002567972669698552
1684,0.00024477964728393444,0.0002565786809758153
1685,0.00024470432595003177,0.0002563602804051674
1686,0.00024462897424585965,0.00025614206510520454
1687,0.0002445535923625206,0.00025592403492331216
1688,0.00024447818049051464,0.00025570618970698864
1689,0.00024440273881976064,0.0002554885293038348
1690,0.00024432726753954924,0.0002552710535614948
1691,0.0002442517668385572,0.00025505376232773396
1692,0.0002441762369048743,0.0002548366554504457
1693,0.00024410067792599786,0.0002546197327775476
1694,0.00024402509008880524,0.0002544029941571006
1695,0.0002439494735795944,0.0002541864394372631
1696,0.00024387382858404646,0.0002539700684662625
1697,0.00024379815528726876,0.00025375388109240857
1698,0.00024372245387376817,0.00025353787716416636
1699,0.00024364672452747158,0.00025332205653000127
1700,0.00024357096743170893,0.0002531064190385793
1701,0.00024349518276918017,0.0002528909645385793
1702,0.00024341937072208493,0.0002526756928788385
1703,0.00024334353147198904,0.0002524606039082165
1704,0.0002432676651998912,0.0002522456974757344
1705,0.00024319177208618342,0.00025203097343047705
1706,0.00024311585231071982,0.0002518164316216295
1707,0.00024303990605274232,0.0002516020718984918
1708,0.00024296393349093685,0.0002513878941104113
1709,0.00024288793480342042,0.0002511738981068862
1710,0.00024281191016773136,0.0002509600837375077
1711,0.00024273585976083837,0.00025074645085189845
1712,0.00024265978375913818,0.00025053299929984554
1713,0.00024258368233845954,0.0002503197289312229
1714,0.00024250755567409415,0.0002501066395959762
1715,0.0002424314039407375,0.00024989373114416306
1716,0.00024235522731254035,0.0002496810034259425
1717,0.0002422790259630896,0.00024946845629156007
1718,0.00024220280006539757,0.00024925608959137533
1719,0.0002421265497919586,0.00024904390317581675
1720,0.0002420502753146925,0.0002488318968954385
1721,0.00024197397680495692,0.000248620070600899
1722,0.00024189765443355355,0.0002484084241429194
1723,0.0002418213083707574,0.0002481969573723286
1724,0.00024174493878630752,0.0002479856701400757
1725,0.0002416685458493508,0.00024777456229720465
1726,0.0002415921297285121,0.000247563633694829
1727,0.00024151569059189035,0.00024735288418420686
1728,0.00024143922860701627,0.0002471423136166524
1729,0.00024136274394089205,0.0002469319218436005
1730,0.00024128623675998104,0.00024672170871659044
1731,0.0002412097072302176,0.0002465116740872223
1732,0.0002411331555169868,0.0002463018178072372
1733,0.00024105658178515279,0.0002460921397284746
1734,0.00024097998619904183,0.0002458826397028581
1735,0.00024090336892245416,0.0002456733175823937
1736,0.0002408267301186337,0.00024546417321924
1737,0.0002407500699503675,0.0002452552064655848
1738,0.00024067338857983384,0.0002450464171737867
1739,0.00024059668616873098,0.00024483780519625014
1740,0.00024051996287823018,0.0002446293703855095
1741,0.0002404432188689927,0.00024442111259419404
1742,0.00024036645430114116,0.00024421303167501956
1743,0.0002402896693342749,0.00024400512748081537
1744,0.0002402128641275093,0.00024379739986451533
1745,0.0002401360388394309,0.00024358984867912877
1746,0.00024005919362806807,0.00024338247377782808
1747,0.0002399823286510109,0.00024317527501378772
1748,0.00023990544406529433,0.00024296825224036307
1749,0.0002398285400274505,0.00024276140531098996
1750,0.00023975161669355147,0.0002425547340792075
1751,0.00023967467421905192,0.00024234823839862441
1752,0.0002395977127590366,0.00024214191812298145
1753,0.0002395207324680028,0.00024193577310611513
1754,0.00023944373349996686,0.0002417298032019902
1755,0.0002393667160084437,0.00024152400826459378
1756,0.00023928968014645853,0.00024131838814810122
1757,0.0002392126260665472,0.00024111294270673793
1758,0.0002391355539207171,0.0002409076717948622
1759,0.0002390584638605336,0.0002407025752669059
1760,0.00023898135603701918,0.0002404976529774302
1761,0.00023890423060071974,0.00024029290478108067
1762,0.00023882708770174742,0.0002400883305325735
1763,0.0002387499274896273,0.00023988393008682213
1764,0.00023867275011346938,0.0002396797032987124
1765,0.00023859555572188206,0.0002394756500233602
1766,0.0002385183444629913,0.00023927177011589417
1767,0.00023844111648443483,0.00023906806343158496
1768,0.00023836387193337872,0.00023886452982579913
1769,0.00023828661095651334,0.00023866116915397792
1770,0.0002382093337000217,0.00023845798127171777
1771,0.00023813204030963432,0.0002382549660346751
1772,0.000238054730930631,0.00023805212329865
1773,0.00023797740570777827,0.0002378494529194706
1774,0.0002379000647853922,0.0002376469547531739
1775,0.00023782270830731227,0.0002374446286558012
1776,0.00023774533641687638,0.00023724247448354087
1777,0.00023766794925704168,0.00023704049209270355
1778,0.0002375905469702219,0.00023683868133966024
1779,0.00023751312969837453,0.00023663704208090212
1780,0.0002374356975830306,0.00023643557417305124
1781,0.00023735825076520871,0.00023623427747277128
1782,0.00023728078938552288,0.00023603315183687418
1783,0.00023720331358408905,0.00023583219712230072
1784,0.00023712582350058581,0.0002356314131860225
1785,0.00023704831927422269,0.00023543079988516541
1786,0.0002369708010437544,0.00023523035707696043
1787,0.00023689326894748303,0.000235030084618689
1788,0.00023681572312327638,0.0002348299823678293
1789,0.00023673816370852277,0.00023463005018184725
1790,0.000236660590840166,0.00023443028791842062
1791,0.0002365830046547282,0.00023423069543526096
1792,0.00023650540528826207,0.0002340312725901993
1793,0.00023642779287637417,0.00023383201924118745
1794,0.00023635016755423757,0.00023363293524627355
1795,0.0002362725294565643,0.00023343402046359789
1796,0.0002361948787176507,0.0002332352747513998
1797,0.0002361172154713344,0.0002330366979680585
1798,0.00023603953985100752,0.00023283828997202843
1799,0.00023596185198965388,0.00023264005062185395
1800,0.0002358841520197965,0.00023244197977622996
1801,0.00023580644007352414,0.00023224407729390285
1802,0.00023572871628252116,0.0002320463430337664
1803,0.0002356509807779962,0.00023184877685478427
1804,0.00023557323369073372,0.0002316513786160513
1805,0.00023549547515114996,0.00023145414817674724
1806,0.00023541770528912428,0.00023125708539617842
1807,0.0002353399242342205,0.00023106019013370416
1808,0.00023526213211550546,0.00023086346224886377
1809,0.00023518432906164064,0.00023066690160123413
1810,0.00023510651520087397,0.0002304705080505338
1811,0.00023502869066101514,0.0002302742814565807
1812,0.00023495085556944344,0.00023007822167927085
1813,0.00023487301005315481,0.0002298823285786173
1814,0.00023479515423872375,0.000229686602014786
1815,0.00023471728825226297,0.00022949104184796326
1816,0.00023463941221952577,0.00022929564793852967
1817,0.00023456152626578946,0.00022910042014686824
1818,0.00023448363051598427,0.0002289053583335488
1819,0.00023440572509458822,0.00022871046235921233
1820,0.00023432781012565693,0.0002285157320845986
1821,0.00023424988573287614,0.0002283211673705999
1822,0.000234171952039496,0.00022812676807810992
1823,0.00023409400916840024,0.00022793253406824956
1824,0.00023401605724198622,0.00022773846520214046
1825,0.00023393809638231353,0.00022754456134112188
1826,0.00023386012671103664,0.00022735082234650962
1827,0.0002337821483493644,0.00022715724807979566
1828,0.0002337041614181585,0.00022696383840255452
1829,0.00023362616603781738,0.00022677059317650967
1830,0.0002335481623284229,0.00022657751226340893
1831,0.00023347015040955688,0.00022638459552520455
1832,0.0002333921304005197,0.00022619184282384703
1833,0.0002333141024201229,0.0002259992540214991
1834,0.00023323606658685558,0.00022580682898032492
1835,0.00023315802301872974,0.00022561456756265788
1836,0.00023307997183345214,0.00022542246963091472
1837,0.00023300191314829907,0.00022523053504763267
1838,0.00023292384708016933,0.00022503876367542733
1839,0.00023284577374553793,0.0002248471553770383
1840,0.00023276769326052967,0.00022465571001530302
1841,0.0002326896057409193,0.00022446442745315752
1842,0.00023261151130198962,0.00022427330755366072
1843,0.0002325334100587515,0.00022408235017995514
1844,0.0002324553021257533,0.00022389155519531205
1845,0.00023237718761723252,0.00022370092246307735
1846,0.00023229906664697791,0.00022351045184672286
1847,0.00023222093932844052,0.0002233201432097977
1848,0.0002321428057746953,0.0002231299964160239
1849,0.00023206466609843043,0.00022294001132912856
1850,0.0002319865204119634,0.00022275018781302977
1851,0.00023190836882723117,0.00022256052573168161
1852,0.00023183021145579876,0.0002223710249492163
1853,0.00023175204840887101,0.0002221816853298174
1854,0.00023167387979725567,0.00022199250673774553
1855,0.0002315957057314113,0.000221803489037465
1856,0.00023151752632144537,0.00022161463209347058
1857,0.00023143934167706506,0.00022142593577034798
1858,0.0002313611519076417,0.00022123739993282007
1859,0.00023128295712211661,0.00022104902444574896
1860,0.00023120475742917569,0.0002208608091740296
1861,0.00023112655293701736,0.00022067275398268633
1862,0.00023104834375361008,0.00022048485873690424
1863,0.00023097012998645502,0.00022029712330183187
1864,0.00023089191174272436,0.0002201095475429105
1865,0.00023081368912927484,0.00021992213132553486
1866,0.00023073546225252777,0.00021973487451527608
1867,0.00023065723121862814,0.0002195477769777733
1868,0.0002305789961333336,0.00021936083857881613
1869,0.00023050075710198917,0.0002191740591842623
1870,0.0002304225142296903,0.000218987438660055
1871,0.00023034426762114335,0.00021880097687230116
1872,0.00023026601738066252,0.00021861467368718382
