case_id,near,basin_radius,global_bias,local_bias,hold_strength,classification,score,t1,tv,t2,R_peak,R_valley,p_near,p_far,survival_tail,early_near_fraction,late_far_fraction,binned_roughness,row_stochasticity_error,mass_balance_error,decomposition_error
near5_3_R2p5_g0p20_l0p00_h0p25,"(5, 3)",2.5,0.2,0,0.25,double_peak,77.118,9,34,62,0.493829,0.339388,0.138663,0.4753,0.386037,1,0.914973,0.0615978,1.11022e-16,1.24345e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p00_h0p45,"(5, 3)",2.5,0.2,0,0.45,double_peak,78.3224,10,34,63,0.523784,0.35444,0.133868,0.47793,0.388202,1,0.922464,0.0572431,2.22045e-16,1.24345e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p04_h0p00,"(5, 3)",2.5,0.2,0.04,0,double_peak,69.1137,9,35,61,0.400403,0.301256,0.161107,0.462878,0.376015,1,0.896729,0.0729246,0,1.18794e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p04_h0p25,"(5, 3)",2.5,0.2,0.04,0.25,double_peak,71.2716,9,35,62,0.428655,0.318763,0.156151,0.465592,0.378258,1,0.905165,0.0675631,1.11022e-16,1.25455e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p04_h0p45,"(5, 3)",2.5,0.2,0.04,0.45,double_peak,72.1933,9,35,62,0.454992,0.334028,0.151264,0.468258,0.380478,1,0.907616,0.0629043,2.22045e-16,1.32117e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p08_h0p00,"(5, 3)",2.5,0.2,0.08,0,double_peak,64.9118,9,36,61,0.353883,0.283491,0.177839,0.453612,0.368549,1,0.887109,0.0788681,0,1.18794e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p08_h0p25,"(5, 3)",2.5,0.2,0.08,0.25,double_peak,65.5035,9,36,61,0.379135,0.300977,0.172937,0.456283,0.37078,1,0.889248,0.0731938,0,1.22125e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p08_h0p45,"(5, 3)",2.5,0.2,0.08,0.45,double_peak,66.1831,9,36,61,0.401746,0.315651,0.168012,0.458958,0.37303,1,0.89144,0.0682612,1.11022e-16,1.19904e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p12_h0p00,"(5, 3)",2.5,0.2,0.12,0,double_peak,60.4205,9,37,60,0.316712,0.267332,0.193885,0.444733,0.361382,1,0.870357,0.0845659,0,1.09912e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p12_h0p25,"(5, 3)",2.5,0.2,0.12,0.25,double_peak,60.8211,9,37,60,0.340087,0.285172,0.189078,0.447341,0.363581,1,0.872034,0.0785894,1.11022e-16,1.16573e-14,4.33681e-19
near5_3_R2p5_g0p20_l0p12_h0p45,"(5, 3)",2.5,0.2,0.12,0.45,double_peak,61.3114,9,37,60,0.360163,0.299591,0.184162,0.45,0.365838,1,0.873829,0.0734031,2.22045e-16,1.14353e-14,4.33681e-19
near5_3_R3p5_g0p08_l0p00_h0p00,"(5, 3)",3.5,0.08,0,0,unimodal,0,12,,,0,1,0.284484,0.408046,0.30747,0,0,0.0461,0,8.65974e-15,4.14869e-19
near5_3_R3p5_g0p08_l0p00_h0p25,"(5, 3)",3.5,0.08,0,0.25,unimodal,0,13,,,0,1,0.277024,0.411881,0.311095,0,0,0.0495234,2.22045e-16,7.99361e-15,4.30187e-19
near5_3_R3p5_g0p08_l0p00_h0p45,"(5, 3)",3.5,0.08,0,0.45,double_peak,124.366,14,110,138,0.329562,0.328593,0.26933,0.415821,0.314849,1,0.76321,0.0504876,1.11022e-16,8.99281e-15,3.47305e-19
near5_3_R3p5_g0p08_l0p04_h0p00,"(5, 3)",3.5,0.08,0.04,0,unimodal,0,12,,,0,1,0.333726,0.381835,0.284439,0,0,0.0482626,0,8.43769e-15,4.28281e-19
near5_3_R3p5_g0p08_l0p04_h0p25,"(5, 3)",3.5,0.08,0.04,0.25,unimodal,0,13,,,0,1,0.327958,0.384737,0.287305,0,0,0.0525964,2.22045e-16,8.88178e-15,4.15e-19
near5_3_R3p5_g0p08_l0p04_h0p45,"(5, 3)",3.5,0.08,0.04,0.45,unimodal,0,14,,,0,1,0.321582,0.387934,0.290485,0,0,0.0543642,1.11022e-16,7.77156e-15,4.28175e-19
near5_3_R3p5_g0p08_l0p08_h0p00,"(5, 3)",3.5,0.08,0.08,0,unimodal,0,12,,,0,1,0.380333,0.356786,0.262881,0,0,0.0497888,0,7.66054e-15,4.33681e-19
near5_3_R3p5_g0p08_l0p08_h0p25,"(5, 3)",3.5,0.08,0.08,0.25,unimodal,0,13,,,0,1,0.376289,0.358735,0.264977,0,0,0.0550229,2.22045e-16,7.10543e-15,4.12853e-19
near5_3_R3p5_g0p08_l0p08_h0p45,"(5, 3)",3.5,0.08,0.08,0.45,unimodal,0,14,,,0,1,0.371324,0.361139,0.267538,0,0,0.0575557,1.11022e-16,7.88258e-15,3.50248e-19
near5_3_R3p5_g0p08_l0p12_h0p00,"(5, 3)",3.5,0.08,0.12,0,unimodal,0,12,,,0,1,0.423939,0.333137,0.242924,0,0,0.050756,0,7.43849e-15,5.92226e-19
near5_3_R3p5_g0p08_l0p12_h0p25,"(5, 3)",3.5,0.08,0.12,0.25,unimodal,0,13,,,0,1,0.421561,0.334162,0.244278,0,0,0.057013,2.22045e-16,6.55032e-15,4.62188e-19
near5_3_R3p5_g0p08_l0p12_h0p45,"(5, 3)",3.5,0.08,0.12,0.45,unimodal,0,14,,,0,1,0.418013,0.335773,0.246213,0,0,0.0601723,1.11022e-16,7.88258e-15,7.83253e-19
near5_3_R3p5_g0p12_l0p00_h0p00,"(5, 3)",3.5,0.12,0,0,double_peak,87.7889,11,62,95,0.329368,0.315153,0.217037,0.46895,0.314013,1,0.807717,0.0447448,0,7.43849e-15,3.39184e-19
near5_3_R3p5_g0p12_l0p00_h0p25,"(5, 3)",3.5,0.12,0,0.25,double_peak,90.0931,12,61,97,0.354131,0.334111,0.20843,0.473996,0.317574,1,0.824945,0.0500646,2.22045e-16,7.66054e-15,4.06811e-19
near5_3_R3p5_g0p12_l0p00_h0p45,"(5, 3)",3.5,0.12,0,0.45,double_peak,93.6827,13,60,100,0.379954,0.352851,0.199746,0.479068,0.321186,1,0.845769,0.0520252,1.11022e-16,6.66134e-15,3.77777e-19
near5_3_R3p5_g0p12_l0p04_h0p00,"(5, 3)",3.5,0.12,0.04,0,unimodal,0,11,,,0,1,0.256266,0.445968,0.297766,0,0,0.0472084,2.22045e-16,8.21565e-15,4.23516e-19
near5_3_R3p5_g0p12_l0p04_h0p25,"(5, 3)",3.5,0.12,0.04,0.25,unimodal,0,12,,,0,1,0.248269,0.450613,0.301118,0,0,0.0540004,2.22045e-16,6.10623e-15,3.27087e-19
near5_3_R3p5_g0p12_l0p04_h0p45,"(5, 3)",3.5,0.12,0.04,0.45,double_peak,74.2778,13,72,87,0.311949,0.310783,0.239844,0.455482,0.304674,1,0.731253,0.0571108,1.11022e-16,6.77236e-15,4.25062e-19
near5_3_R3p5_g0p12_l0p08_h0p00,"(5, 3)",3.5,0.12,0.08,0,unimodal,0,11,,,0,1,0.294611,0.423442,0.281947,0,0,0.0525808,0,7.88258e-15,4.10387e-19
near5_3_R3p5_g0p12_l0p08_h0p25,"(5, 3)",3.5,0.12,0.08,0.25,unimodal,0,12,,,0,1,0.287375,0.427598,0.285027,0,0,0.0569676,2.22045e-16,6.10623e-15,4.06576e-19
near5_3_R3p5_g0p12_l0p08_h0p45,"(5, 3)",3.5,0.12,0.08,0.45,unimodal,0,12,,,0,1,0.279385,0.432162,0.288452,0,0,0.06123,1.11022e-16,6.99441e-15,4.2704e-19
near5_3_R3p5_g0p12_l0p12_h0p00,"(5, 3)",3.5,0.12,0.12,0,unimodal,0,11,,,0,1,0.331715,0.401591,0.266693,0,0,0.0579074,0,6.77236e-15,7.81044e-19
near5_3_R3p5_g0p12_l0p12_h0p25,"(5, 3)",3.5,0.12,0.12,0.25,unimodal,0,11,,,0,1,0.325346,0.405201,0.269453,0,0,0.0590665,2.22045e-16,5.66214e-15,5.89915e-19
near5_3_R3p5_g0p12_l0p12_h0p45,"(5, 3)",3.5,0.12,0.12,0.45,unimodal,0,12,,,0,1,0.317933,0.409383,0.272685,0,0,0.0644717,1.11022e-16,5.88418e-15,8.38616e-19
near5_3_R3p5_g0p16_l0p00_h0p00,"(5, 3)",3.5,0.16,0,0,double_peak,76.5498,11,43,75,0.391075,0.326961,0.174123,0.480198,0.345679,1,0.87032,0.0519225,0,1.88738e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p00_h0p25,"(5, 3)",3.5,0.16,0,0.25,double_peak,79.6201,11,43,76,0.423039,0.345359,0.165068,0.485493,0.349439,1,0.882249,0.0503542,2.22045e-16,1.88738e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p00_h0p45,"(5, 3)",3.5,0.16,0,0.45,double_peak,81.6772,12,43,77,0.459314,0.365529,0.156138,0.490693,0.353169,1,0.893446,0.0541232,1.11022e-16,2.66454e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p04_h0p00,"(5, 3)",3.5,0.16,0.04,0,double_peak,68.4923,9,47,72,0.323581,0.297634,0.206061,0.461686,0.332254,1,0.826476,0.0591995,0,2.10942e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p04_h0p25,"(5, 3)",3.5,0.16,0.04,0.25,double_peak,68.5601,11,46,73,0.348026,0.314725,0.19698,0.466949,0.336071,1,0.840104,0.0537951,2.22045e-16,1.9984e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p04_h0p45,"(5, 3)",3.5,0.16,0.04,0.45,double_peak,71.0564,11,46,74,0.374301,0.331863,0.187735,0.472281,0.339984,1,0.85325,0.0590401,1.11022e-16,1.77636e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p08_h0p00,"(5, 3)",3.5,0.16,0.08,0,double_peak,59.2037,9,51,67,0.274156,0.268581,0.237826,0.443258,0.318916,1,0.752734,0.0664159,0,1.77636e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p08_h0p25,"(5, 3)",3.5,0.16,0.08,0.25,double_peak,59.825,11,51,69,0.295575,0.286558,0.228864,0.448406,0.322729,1,0.779012,0.0574764,2.22045e-16,2.22045e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p08_h0p45,"(5, 3)",3.5,0.16,0.08,0.45,double_peak,62.7085,11,50,71,0.315015,0.301409,0.219453,0.453784,0.326764,1,0.803362,0.0627826,1.11022e-16,1.9984e-15,4.03664e-19
near5_3_R3p5_g0p16_l0p12_h0p00,"(5, 3)",3.5,0.16,0.12,0,unimodal,0,9,,,0,1,0.269147,0.425079,0.305774,0,0,0.0735667,0,2.77556e-15,4.8865e-19
near5_3_R3p5_g0p16_l0p12_h0p25,"(5, 3)",3.5,0.16,0.12,0.25,unimodal,0,11,,,0,1,0.260432,0.430041,0.309527,0,0,0.0639964,2.22045e-16,1.88738e-15,4.33681e-19
near5_3_R3p5_g0p16_l0p12_h0p45,"(5, 3)",3.5,0.16,0.12,0.45,double_peak,53.0926,11,57,64,0.273515,0.273038,0.250992,0.435386,0.313622,1,0.692976,0.0653975,1.11022e-16,1.9984e-15,5.03687e-19
near5_3_R3p5_g0p20_l0p00_h0p00,"(5, 3)",3.5,0.2,0,0,double_peak,75.985,9,34,62,0.460742,0.321371,0.143629,0.472567,0.383805,1,0.912212,0.0666156,0,1.23235e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p00_h0p25,"(5, 3)",3.5,0.2,0,0.25,double_peak,78.5307,10,34,63,0.519157,0.350377,0.134533,0.4777,0.387767,1,0.922771,0.058298,2.22045e-16,1.26565e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p00_h0p45,"(5, 3)",3.5,0.2,0,0.45,double_peak,79.787,11,34,63,0.567455,0.36983,0.125757,0.482629,0.391613,1,0.928064,0.056275,1.11022e-16,1.29896e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p04_h0p00,"(5, 3)",3.5,0.2,0.04,0,double_peak,66.5416,9,36,61,0.376652,0.294341,0.170149,0.457748,0.372103,1,0.889182,0.0753794,0,1.25455e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p04_h0p25,"(5, 3)",3.5,0.2,0.04,0.25,double_peak,69.6951,9,36,62,0.422716,0.321456,0.160663,0.463048,0.376289,1,0.901179,0.0664151,2.22045e-16,1.18794e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p04_h0p45,"(5, 3)",3.5,0.2,0.04,0.45,double_peak,70.455,10,36,62,0.461486,0.340604,0.151274,0.468267,0.380459,1,0.906797,0.0604283,0,1.27676e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p08_h0p00,"(5, 3)",3.5,0.2,0.08,0,double_peak,59.5898,9,38,60,0.315055,0.26964,0.196804,0.44286,0.360336,1,0.863107,0.0841678,0,1.18794e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p08_h0p25,"(5, 3)",3.5,0.2,0.08,0.25,double_peak,60.9314,9,38,60,0.353141,0.295582,0.187045,0.448262,0.364694,1,0.868667,0.0746361,2.22045e-16,1.11022e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p08_h0p45,"(5, 3)",3.5,0.2,0.08,0.45,double_peak,62.5311,10,37,61,0.385969,0.314794,0.177152,0.453707,0.369142,1,0.881844,0.0665559,1.11022e-16,1.18794e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p12_h0p00,"(5, 3)",3.5,0.2,0.12,0,double_peak,55.5269,7,40,58,0.266424,0.244704,0.223392,0.42802,0.348588,1,0.823835,0.0928063,0,1.08802e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p12_h0p25,"(5, 3)",3.5,0.2,0.12,0.25,double_peak,55.3899,9,40,59,0.301545,0.272202,0.213469,0.433463,0.353068,1,0.838707,0.0827361,2.22045e-16,1.09912e-14,4.33681e-19
near5_3_R3p5_g0p20_l0p12_h0p45,"(5, 3)",3.5,0.2,0.12,0.45,double_peak,57.7208,9,39,60,0.330269,0.291814,0.203182,0.439075,0.357743,1,0.853013,0.0742184,1.11022e-16,1.21014e-14,4.33681e-19
near5_3_R4p5_g0p08_l0p00_h0p00,"(5, 3)",4.5,0.08,0,0,unimodal,0,12,,,0,1,0.284484,0.408046,0.30747,0,0,0.0461,0,8.65974e-15,4.14869e-19
near5_3_R4p5_g0p08_l0p00_h0p25,"(5, 3)",4.5,0.08,0,0.25,double_peak,122.207,14,112,136,0.318872,0.318332,0.272647,0.414012,0.31334,1,0.753176,0.0502567,2.22045e-16,8.32667e-15,4.25853e-19
near5_3_R4p5_g0p08_l0p00_h0p45,"(5, 3)",4.5,0.08,0,0.45,double_peak,133.541,15,103,147,0.349291,0.34526,0.260433,0.420153,0.319413,1,0.802036,0.0497651,2.22045e-16,8.32667e-15,4.31479e-19
near5_3_R4p5_g0p08_l0p04_h0p00,"(5, 3)",4.5,0.08,0.04,0,unimodal,0,12,,,0,1,0.358385,0.368027,0.273588,0,0,0.0481652,0,9.4369e-15,4.02791e-19
near5_3_R4p5_g0p08_l0p04_h0p25,"(5, 3)",4.5,0.08,0.04,0.25,unimodal,0,14,,,0,1,0.348184,0.372879,0.278937,0,0,0.0538378,2.22045e-16,8.10463e-15,4.32913e-19
near5_3_R4p5_g0p08_l0p04_h0p45,"(5, 3)",4.5,0.08,0.04,0.45,unimodal,0,15,,,0,1,0.336951,0.378212,0.284838,0,0,0.0545013,2.22045e-16,8.32667e-15,4.31987e-19
near5_3_R4p5_g0p08_l0p08_h0p00,"(5, 3)",4.5,0.08,0.08,0,unimodal,0,12,,,0,1,0.431207,0.328192,0.2406,0,0,0.0498529,0,7.43849e-15,6.21048e-19
near5_3_R4p5_g0p08_l0p08_h0p25,"(5, 3)",4.5,0.08,0.08,0.25,unimodal,0,14,,,0,1,0.423197,0.331668,0.245135,0,0,0.0569203,2.22045e-16,6.43929e-15,4.32728e-19
near5_3_R4p5_g0p08_l0p08_h0p45,"(5, 3)",4.5,0.08,0.08,0.45,unimodal,0,15,,,0,1,0.413589,0.335886,0.250524,0,0,0.0587377,2.22045e-16,7.32747e-15,4.20128e-19
near5_3_R4p5_g0p08_l0p12_h0p00,"(5, 3)",4.5,0.08,0.12,0,unimodal,0,12,,,0,1,0.500725,0.289858,0.209417,0,0,0.0511662,0,6.32827e-15,7.08755e-19
near5_3_R4p5_g0p08_l0p12_h0p25,"(5, 3)",4.5,0.08,0.12,0.25,unimodal,0,13,,,0,1,0.495176,0.291875,0.212949,0,0,0.0595804,2.22045e-16,7.10543e-15,8.61081e-19
near5_3_R4p5_g0p08_l0p12_h0p45,"(5, 3)",4.5,0.08,0.12,0.45,unimodal,0,15,,,0,1,0.487601,0.294839,0.21756,0,0,0.0625743,2.22045e-16,6.88338e-15,8.31238e-19
near5_3_R4p5_g0p12_l0p00_h0p00,"(5, 3)",4.5,0.12,0,0,double_peak,87.7889,11,62,95,0.329368,0.315153,0.217037,0.46895,0.314013,1,0.807717,0.0447448,0,7.43849e-15,3.39184e-19
near5_3_R4p5_g0p12_l0p00_h0p25,"(5, 3)",4.5,0.12,0,0.25,double_peak,93.2404,12,60,99,0.366672,0.342131,0.203863,0.476702,0.319434,1,0.838865,0.0511995,2.22045e-16,7.32747e-15,3.91776e-19
near5_3_R4p5_g0p12_l0p00_h0p45,"(5, 3)",4.5,0.12,0,0.45,double_peak,97.0753,14,59,102,0.406861,0.368825,0.190648,0.484456,0.324896,1,0.862147,0.0524673,2.22045e-16,6.77236e-15,4.10229e-19
near5_3_R4p5_g0p12_l0p04_h0p00,"(5, 3)",4.5,0.12,0.04,0,unimodal,0,11,,,0,1,0.273348,0.435633,0.291019,0,0,0.0479475,2.22045e-16,7.54952e-15,4.24364e-19
near5_3_R4p5_g0p12_l0p04_h0p25,"(5, 3)",4.5,0.12,0.04,0.25,unimodal,0,12,,,0,1,0.260092,0.443248,0.296661,0,0,0.0566824,2.22045e-16,5.66214e-15,3.82859e-19
near5_3_R4p5_g0p12_l0p04_h0p45,"(5, 3)",4.5,0.12,0.04,0.45,double_peak,70.0166,13,77,83,0.315032,0.314958,0.24622,0.45118,0.3026,1,0.680741,0.059627,2.22045e-16,7.21645e-15,4.20602e-19
near5_3_R4p5_g0p12_l0p08_h0p00,"(5, 3)",4.5,0.12,0.08,0,unimodal,0,11,,,0,1,0.330783,0.401494,0.267723,0,0,0.0529617,2.22045e-16,6.77236e-15,7.81044e-19
near5_3_R4p5_g0p12_l0p08_h0p25,"(5, 3)",4.5,0.12,0.08,0.25,unimodal,0,12,,,0,1,0.31792,0.408682,0.273398,0,0,0.0612735,2.22045e-16,6.88338e-15,4.20975e-19
near5_3_R4p5_g0p12_l0p08_h0p45,"(5, 3)",4.5,0.12,0.08,0.45,unimodal,0,13,,,0,1,0.30386,0.416501,0.279638,0,0,0.0657784,2.22045e-16,6.32827e-15,4.07423e-19
near5_3_R4p5_g0p12_l0p12_h0p00,"(5, 3)",4.5,0.12,0.12,0,unimodal,0,11,,,0,1,0.388133,0.367332,0.244535,0,0,0.0588037,0,5.88418e-15,7.81044e-19
near5_3_R4p5_g0p12_l0p12_h0p25,"(5, 3)",4.5,0.12,0.12,0.25,unimodal,0,12,,,0,1,0.376089,0.37386,0.250051,0,0,0.0650487,2.22045e-16,5.21805e-15,7.46645e-19
near5_3_R4p5_g0p12_l0p12_h0p45,"(5, 3)",4.5,0.12,0.12,0.45,unimodal,0,13,,,0,1,0.362302,0.38131,0.256388,0,0,0.0711007,2.22045e-16,5.88418e-15,5.89767e-19
near5_3_R4p5_g0p16_l0p00_h0p00,"(5, 3)",4.5,0.16,0,0,double_peak,76.5498,11,43,75,0.391075,0.326961,0.174123,0.480198,0.345679,1,0.87032,0.0519225,0,1.88738e-15,4.33681e-19
near5_3_R4p5_g0p16_l0p00_h0p25,"(5, 3)",4.5,0.16,0,0.25,double_peak,81.0469,11,43,76,0.440354,0.353166,0.160574,0.488256,0.35117,1,0.886302,0.0523272,2.22045e-16,1.33227e-15,4.33681e-19
near5_3_R4p5_g0p16_l0p00_h0p45,"(5, 3)",4.5,0.16,0,0.45,double_peak,86.0424,12,43,78,0.49698,0.381215,0.147348,0.496093,0.356559,1,0.905376,0.0554131,2.22045e-16,1.66533e-15,4.33681e-19
near5_3_R4p5_g0p16_l0p04_h0p00,"(5, 3)",4.5,0.16,0.04,0,double_peak,64.265,9,49,70,0.311081,0.295276,0.218408,0.454421,0.327171,1,0.793166,0.059588,0,2.77556e-15,4.33681e-19
near5_3_R4p5_g0p16_l0p04_h0p25,"(5, 3)",4.5,0.16,0.04,0.25,double_peak,67.296,11,48,73,0.343655,0.31661,0.203965,0.462853,0.333182,1,0.829602,0.0579436,2.22045e-16,1.66533e-15,4.21822e-19
near5_3_R4p5_g0p16_l0p04_h0p45,"(5, 3)",4.5,0.16,0.04,0.45,double_peak,70.8262,12,47,75,0.380209,0.338197,0.189411,0.471309,0.33928,1,0.854889,0.0633224,2.22045e-16,2.22045e-15,4.33681e-19
near5_3_R4p5_g0p16_l0p08_h0p00,"(5, 3)",4.5,0.16,0.08,0,unimodal,0,9,,,0,1,0.264143,0.427666,0.308191,0,0,0.0675247,0,2.88658e-15,4.8865e-19
near5_3_R4p5_g0p16_l0p08_h0p25,"(5, 3)",4.5,0.16,0.08,0.25,double_peak,54.261,11,55,65,0.281339,0.279985,0.249107,0.436276,0.314618,1,0.69831,0.0623635,2.22045e-16,2.10942e-15,3.75553e-19
near5_3_R4p5_g0p16_l0p08_h0p45,"(5, 3)",4.5,0.16,0.08,0.45,double_peak,59.3996,12,53,70,0.30557,0.29837,0.233492,0.445168,0.321339,1,0.768228,0.070183,2.22045e-16,1.16573e-15,4.33681e-19
near5_3_R4p5_g0p16_l0p12_h0p00,"(5, 3)",4.5,0.16,0.12,0,unimodal,0,9,,,0,1,0.310664,0.400392,0.288943,0,0,0.075656,0,1.66533e-15,4.8865e-19
near5_3_R4p5_g0p16_l0p12_h0p25,"(5, 3)",4.5,0.16,0.12,0.25,unimodal,0,11,,,0,1,0.295344,0.408996,0.29566,0,0,0.0654394,2.22045e-16,1.77636e-15,8.23462e-19
near5_3_R4p5_g0p16_l0p12_h0p45,"(5, 3)",4.5,0.16,0.12,0.45,unimodal,0,11,,,0,1,0.27896,0.418147,0.302893,0,0,0.0757864,2.22045e-16,1.33227e-15,8.60989e-19
near5_3_R4p5_g0p20_l0p00_h0p00,"(5, 3)",4.5,0.2,0,0,double_peak,75.985,9,34,62,0.460742,0.321371,0.143629,0.472567,0.383805,1,0.912212,0.0666156,0,1.23235e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p00_h0p25,"(5, 3)",4.5,0.2,0,0.25,double_peak,80.4192,10,34,63,0.542522,0.357548,0.130224,0.480367,0.389409,1,0.926124,0.0551014,2.22045e-16,1.13243e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p00_h0p45,"(5, 3)",4.5,0.2,0,0.45,double_peak,85.3571,11,34,64,0.620834,0.385489,0.117468,0.487758,0.394775,1,0.938268,0.0587727,2.22045e-16,1.15463e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p04_h0p00,"(5, 3)",4.5,0.2,0.04,0,double_peak,64.0177,9,37,61,0.359688,0.292166,0.179454,0.452603,0.367942,1,0.878594,0.0763229,0,1.21014e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p04_h0p25,"(5, 3)",4.5,0.2,0.04,0.25,double_peak,67.1966,10,36,62,0.421477,0.32616,0.164788,0.46098,0.374232,1,0.895767,0.063991,2.22045e-16,1.14353e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p04_h0p45,"(5, 3)",4.5,0.2,0.04,0.45,double_peak,70.8813,11,36,63,0.472707,0.346788,0.150462,0.469118,0.38042,1,0.911319,0.0657658,2.22045e-16,1.13243e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p08_h0p00,"(5, 3)",4.5,0.2,0.08,0,double_peak,55.0362,9,40,59,0.288935,0.262495,0.216633,0.431745,0.351622,1,0.827764,0.0863667,0,1.22125e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p08_h0p25,"(5, 3)",4.5,0.2,0.08,0.25,double_peak,58.4462,9,39,60,0.338018,0.294954,0.200896,0.440569,0.358535,1,0.848813,0.0733533,2.22045e-16,1.05471e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p08_h0p45,"(5, 3)",4.5,0.2,0.08,0.45,double_peak,61.171,11,38,62,0.374978,0.312629,0.185157,0.449342,0.365501,1,0.875997,0.0718592,2.22045e-16,1.08802e-14,4.33681e-19
near5_3_R4p5_g0p20_l0p12_h0p00,"(5, 3)",4.5,0.2,0.12,0,double_peak,49.0921,7,43,55,0.237098,0.231824,0.254755,0.41029,0.334955,1,0.736399,0.0964657,0,1.08802e-14,4.99247e-19
near5_3_R4p5_g0p20_l0p12_h0p25,"(5, 3)",4.5,0.2,0.12,0.25,double_peak,51.5412,9,42,58,0.278181,0.264466,0.238148,0.419437,0.342415,1,0.788155,0.0828999,2.22045e-16,9.88098e-15,4.33681e-19
near5_3_R4p5_g0p20_l0p12_h0p45,"(5, 3)",4.5,0.2,0.12,0.45,double_peak,53.4497,11,41,60,0.308132,0.28248,0.221168,0.428735,0.350098,1,0.822043,0.0769331,2.22045e-16,9.99201e-15,6.98147e-19
near7_3_R2p5_g0p08_l0p00_h0p00,"(7, 3)",2.5,0.08,0,0,unimodal,0,22,,,0,1,0.302384,0.397546,0.30007,0,0,0.0316708,0,9.21485e-15,2.1684e-19
near7_3_R2p5_g0p08_l0p00_h0p25,"(7, 3)",2.5,0.08,0,0.25,unimodal,0,23,,,0,1,0.299323,0.399188,0.301489,0,0,0.0317845,1.11022e-16,9.10383e-15,2.1684e-19
near7_3_R2p5_g0p08_l0p00_h0p45,"(7, 3)",2.5,0.08,0,0.45,unimodal,0,23,,,0,1,0.296202,0.400852,0.302946,0,0,0.031682,2.22045e-16,9.21485e-15,2.1684e-19
near7_3_R2p5_g0p08_l0p04_h0p00,"(7, 3)",2.5,0.08,0.04,0,unimodal,0,22,,,0,1,0.33258,0.381854,0.285567,0,0,0.0339098,0,9.10383e-15,3.75729e-19
near7_3_R2p5_g0p08_l0p04_h0p25,"(7, 3)",2.5,0.08,0.04,0.25,unimodal,0,22,,,0,1,0.330439,0.383002,0.286559,0,0,0.033466,1.11022e-16,8.10463e-15,3.96514e-19
near7_3_R2p5_g0p08_l0p04_h0p45,"(7, 3)",2.5,0.08,0.04,0.45,unimodal,0,23,,,0,1,0.328081,0.384255,0.287664,0,0,0.0334012,2.22045e-16,8.65974e-15,3.71698e-19
near7_3_R2p5_g0p08_l0p08_h0p00,"(7, 3)",2.5,0.08,0.08,0,unimodal,0,22,,,0,1,0.359881,0.367483,0.272636,0,0,0.0359943,0,8.77076e-15,4.13352e-19
near7_3_R2p5_g0p08_l0p08_h0p25,"(7, 3)",2.5,0.08,0.08,0.25,unimodal,0,22,,,0,1,0.358578,0.368173,0.273249,0,0,0.0349489,1.11022e-16,8.21565e-15,4.23516e-19
near7_3_R2p5_g0p08_l0p08_h0p45,"(7, 3)",2.5,0.08,0.08,0.45,unimodal,0,23,,,0,1,0.356932,0.369035,0.274034,0,0,0.0349153,1.11022e-16,8.77076e-15,4.1547e-19
near7_3_R2p5_g0p08_l0p12_h0p00,"(7, 3)",2.5,0.08,0.12,0,unimodal,0,22,,,0,1,0.384675,0.35429,0.261035,0,0,0.0379488,0,8.65974e-15,4.30885e-19
near7_3_R2p5_g0p08_l0p12_h0p25,"(7, 3)",2.5,0.08,0.12,0.25,unimodal,0,22,,,0,1,0.38413,0.354559,0.261311,0,0,0.0362711,1.11022e-16,8.32667e-15,4.33681e-19
