N,beta,peak_id,t_left,t_peak,t_right,mass_total,fraction_total,mass_yes,mass_no,shortcut_share,dominant_site,dominant_site_fraction,site_entropy
181,0.08,peak2,266,348,498,0.18988027606045638,0.18988532460788574,0.01289216107102602,0.17698811498943035,0.06789626252134401,0,0.03635995869641719,3.892932542111227
181,0.08,peak3,499,582,717,0.04562219978955739,0.045623412795164124,0.003179804133223398,0.04244239565633398,0.06969861488246855,115,0.02803574303170433,4.140409695714235
181,0.08,other,,,,0.6933765855091748,0.6933950210447185,0.0020853741657461096,0.6912912113434281,0.0030075635799191778,66,0.06663495140684149,3.290954519210778
181,0.1,peak1,143,200,265,0.0780501013033936,0.07805222042898637,0.041054109050082645,0.036995992253310954,0.5259968707855812,72,0.028499079986915383,4.058499712379175
181,0.1,peak2,266,348,500,0.19085971900902862,0.1908649010101846,0.016269600566318588,0.17459011844271,0.08524376254346762,0,0.03587648455585795,3.918854346443358
181,0.1,peak3,501,581,717,0.04537773965368694,0.0453789716973081,0.003921135859212884,0.041456603794474065,0.08641099995588458,115,0.027673494489028245,4.160592952930236
181,0.1,other,,,,0.6856852899338538,0.685703906863521,0.0025744764723237023,0.68311081346153,0.003754603620812771,66,0.0666249318577504,3.292937507975456
181,0.12,peak1,143,200,264,0.08464728032275344,0.08464962427105377,0.04817847001421106,0.036468810308542376,0.5691673711253371,42,0.0283873155860137,4.061587115568786
181,0.12,peak2,265,348,501,0.19196046858132282,0.19196578411434817,0.01971449462026641,0.17224597396105645,0.10270080483740063,0,0.035390519631037815,3.9435889090818965
181,0.12,peak3,502,581,717,0.04518774879559835,0.045189000079119586,0.0046743265834602605,0.040513422212138085,0.10344234240577121,115,0.02730141436921596,4.181049270218983
181,0.12,other,,,,0.678176812297912,0.6781955915354783,0.003051804517375704,0.6751250077805363,0.004500013067440436,66,0.06661404101504237,3.2949123826180755
181,0.14,peak1,143,200,263,0.09092604492711488,0.09092861016144475,0.054969538425722705,0.03595650650139218,0.6045521772093525,42,0.030141493613961255,4.058983345917148
181,0.14,peak2,264,348,502,0.19318561224169417,0.19319106245527112,0.02322310347445125,0.1699625087672429,0.12021135117141575,0,0.034903625298799354,3.967484202446837
181,0.14,peak3,503,581,717,0.045015458414092026,0.04501672840443848,0.005414971053366548,0.03960048736072549,0.12029136754656261,115,0.02693609246283885,4.200191405948727
181,0.14,other,,,,0.6708446728968159,0.6708635989788456,0.003517848211386367,0.6673268246854297,0.005243908692299409,66,0.06660229610741404,3.2968829147391094
181,0.16,peak1,143,200,262,0.09689803555412412,0.09690081839526651,0.061439605133063555,0.03545843042106057,0.6340645068985468,42,0.0316081006859926,4.053069451335655
181,0.16,peak2,263,348,502,0.19447240661007303,0.1944779917162218,0.02674974949096283,0.16772265711911016,0.1375503597515375,0,0.034424974517056665,3.9897303965525066
181,0.16,peak3,503,581,717,0.04491814832053343,0.044919438337100555,0.0061868052451501615,0.03873134307538329,0.1377350909703904,115,0.026554036926421085,4.220511669668177
181,0.16,other,,,,0.6636826910669789,0.6637017515514111,0.003973063004736944,0.6597096280622419,0.0059863893668065885,66,0.06658971507557472,3.2988523146668034
181,0.18,peak1,143,200,261,0.1025747758461126,0.10257777255325108,0.06760080242312852,0.03497397342298406,0.6590392410366692,42,0.03285409643707761,4.045208969251443
181,0.18,peak2,262,347,503,0.1959301384624502,0.19593586253291226,0.030376978217411258,0.1655531602450389,0.1550398445884474,0,0.03394184965097662,4.012112399244107
181,0.18,peak3,504,581,717,0.044780903196626747,0.044782211464192236,0.006905007784704185,0.03787589541192258,0.1541953665915413,115,0.026202676236162584,4.237483038957546
181,0.18,other,,,,0.6566849684939225,0.6567041534496447,0.004417873142689059,0.6522670953512332,0.0067275380961151765,66,0.06657631642557003,3.3008233172145363
181,0.2,peak1,143,200,260,0.1079676112768023,0.10797081810630514,0.07346504636472592,0.03450256491207637,0.6804359705280474,42,0.03392740418507079,4.036212472800538
181,0.2,peak2,261,347,504,0.19750201737967912,0.19750788353980542,0.03406375713323405,0.16343826024644503,0.17247295792300524,0,0.03346239180899342,4.033854256398186
181,0.2,peak3,505,581,717,0.04465479685645566,0.04465612318310408,0.007608087323530703,0.03704670953292495,0.170375589166538,114,0.025860532785784655,4.253461891643219
181,0.2,other,,,,0.6498458735960339,0.6498651751707849,0.004852674567408068,0.6449931990286263,0.007467423837832437,66,0.06656211909909178,3.302798249955568
181,0.22,peak1,143,200,259,0.11308765311292172,0.11309106635955017,0.07904398409227852,0.034043669020643236,0.6989621052030367,42,0.03486317331267402,4.026575965628973
181,0.22,peak2,260,347,504,0.1991046622884406,0.1991106717271243,0.03774562476434379,0.16135903752409675,0.18957680011361133,0,0.032997667118333955,4.053855980217881
181,0.22,peak3,505,581,717,0.044617476292598705,0.04461882295110946,0.00835781269053652,0.03625966360206218,0.1873215023576522,114,0.025498769004142444,4.2710813762769515
181,0.22,other,,,,0.643160026906762,0.643179438962216,0.005277837508728821,0.6378821893980336,0.00820610312819385,66,0.06654714235896177,3.3047790887062507
181,0.24,peak1,143,200,259,0.11808128177609521,0.1180849019562128,0.08448415122836976,0.03359713054772544,0.7154745439549677,42,0.03565714810646916,4.019328234779446
181,0.24,peak2,260,347,504,0.20066454797925226,0.20067070002804416,0.041335048697759405,0.15932949928149281,0.2059907896736859,0,0.032556243735359106,4.07182376236485
181,0.24,peak3,505,581,717,0.044601225426414905,0.044602592827471865,0.009103722235587376,0.035497503190827534,0.20411372442237274,114,0.025142702524930335,4.2879519508319035
181,0.24,other,,,,0.6366222873839876,0.6366418051882706,0.005693708800045771,0.6309285785839418,0.008943621536472428,66,0.06653140568817344,3.3067675034007498
181,0.26,peak1,143,200,258,0.12270258942384198,0.12270640934618299,0.08954089081266749,0.033161698611174496,0.7297392111536732,42,0.036388471599231156,4.009330054680301
181,0.26,peak2,259,347,420,0.1783635797886654,0.17836913252415743,0.021958799295880068,0.1564047804927854,0.12311257332857982,0,0.0353517894974427,3.9637372706688696
181,0.26,peak3,421,427,505,0.02416369981764563,0.024164452071181664,0.02320331078207907,0.0009603890355665641,0.9602548846900825,161,0.029260214977799796,4.129578001661176
181,0.26,other,,,,0.6747390003845635,0.6747600060584781,0.015869157500421782,0.6588698428841411,0.023518956946874645,66,0.06218499883667194,3.5825566833551323
181,0.28,peak1,143,200,257,0.12708263814873735,0.12708665436256156,0.09434526973091445,0.03273736841782287,0.7423930688352005,42,0.03704446178790753,3.99931006655421
181,0.28,peak2,258,347,418,0.17791971074680107,0.1779253335731156,0.0235923405527085,0.15432737019409257,0.1326010505170107,0,0.03517885129795757,3.971594975684531
181,0.28,peak3,419,428,505,0.026468382491212927,0.026469218975922516,0.025365038064600415,0.0011033444266125116,0.9583146258756535,161,0.029104804690713647,4.1355187745120565
181,0.28,other,,,,0.6684976664450712,0.6685187930883999,0.016997282661177053,0.6515003837838949,0.02542609124062466,66,0.0621298483385512,3.586468185924302
181,0.3,peak1,143,200,257,0.13141118228516196,0.1314153972059969,0.09908726152755347,0.032323920757608496,0.7540245799823514,42,0.03759954867840055,3.9924401277768164
181,0.3,peak2,258,347,416,0.17734675939429567,0.1773524476663147,0.02507600626194026,0.1522707531323554,0.1413953451846768,0,0.03503386488769628,3.9768839477467886
181,0.3,peak3,417,429,505,0.02880266331813485,0.028803587143212826,0.02753228680184297,0.0012703765162918783,0.9558937830762331,161,0.028924597314634135,4.142396553949621
181,0.3,other,,,,0.6624073217375956,0.6624285679844755,0.01811211817001497,0.6442952035675805,0.0273428713355766,66,0.062072464287331285,3.5904763976082683
201,0.0,peak1,159,386,523,0.21528825765032994,0.2153020587813589,0.0,0.21528825765032994,0.0,200,0.031592835813870825,4.14530373387795
201,0.0,peak2,524,645,796,0.046740988222847994,0.046743984570674524,0.0,0.046740988222847994,0.0,127,0.02808997718319128,4.077107420262964
201,0.0,other,,,,0.7379066528771305,0.7379539566479663,0.0,0.7379066528771305,0.0,72,0.06314829197444241,3.3375508356882655
201,0.02,peak1,159,386,545,0.22430543430284577,0.22432023154949926,0.012062767018686348,0.21224266728415944,0.0537783092780526,200,0.0300232524803929,4.303109854827882
201,0.02,peak2,546,645,796,0.04641314094917153,0.04641620278624526,0.0008087832842884812,0.04560435766488304,0.017425739084846785,127,0.027709763530928116,4.113514307387642
201,0.02,other,,,,0.7292154599148007,0.7292635656642554,0.0005215707327048366,0.7286938891820955,0.0007152491429155593,72,0.06313511688253831,3.339500887963557
201,0.04,peak1,159,221,294,0.04473851774501201,0.044741552215773236,0.017551675343314744,0.027186842401697265,0.3923168720821471,79,0.03473826405034964,4.065345018815662
201,0.04,peak2,295,386,549,0.1883544995850214,0.18836727506911308,0.006270146490802436,0.18208435309421894,0.033289071960673565,200,0.03541047151671807,3.891402152030511
201,0.04,peak3,550,645,796,0.046096297873223634,0.04609942443787413,0.0015798854289748871,0.044516412444248754,0.034273585989919794,127,0.027343443982781903,4.14164871253372
201,0.04,other,,,,0.7207428625909642,0.7207917482772394,0.001030368093468563,0.7197124944974954,0.0014295918099896845,72,0.0631212265121446,3.341422360408126
201,0.06,peak1,159,221,293,0.05252252379015372,0.05252618321783546,0.025741250213997677,0.02678127357615605,0.49009926325785835,79,0.029162895738057568,4.108430888013723
201,0.06,peak2,294,386,552,0.18912772248618415,0.18914089967519007,0.009528333892128378,0.17959938859405572,0.05038041894056238,200,0.03493882810268852,3.92235923849878
201,0.06,peak3,553,645,796,0.04579938786031669,0.04580257886363581,0.0023341795684369243,0.04346520829187978,0.050965300574669824,127,0.026982898001280186,4.166288563679468
201,0.06,other,,,,0.7124806972246301,0.7125303382433396,0.0015269779613041154,0.7109537192633253,0.0021431850255764773,72,0.06310662685918932,3.3433231460107113
201,0.08,peak1,159,221,292,0.05994596682117735,0.05995025334291754,0.03355836631415268,0.026387600507024666,0.5598102440195757,46,0.026661746701248934,4.118033414113031
201,0.08,peak2,293,385,554,0.19002533473003982,0.19003892276225784,0.012848496569297084,0.17717683816074276,0.06761465037043796,200,0.034461566223681496,3.951344794232299
201,0.08,peak3,555,645,796,0.04553600465341035,0.04553926077028123,0.003083481148384802,0.04245252350502556,0.06771523263523449,127,0.026621172859358572,4.189412193229605
201,0.08,other,,,,0.7044211924838485,0.7044715631245428,0.002011936732212352,0.7024092557516356,0.0028561558818497408,72,0.06309132589422549,3.34520970586537
201,0.1,peak1,159,221,290,0.06699139728223494,0.0669963093729623,0.040986444340319096,0.026004952941915856,0.6118165317203804,46,0.02913767797736083,4.112266031527471
201,0.1,peak2,291,385,555,0.19106046613471792,0.19107447549087617,0.016249147741711892,0.17481131839300607,0.0850471480073461,200,0.03397796658157625,3.978992627405816
201,0.1,peak3,556,645,796,0.045317870589757975,0.045321193486442306,0.003837852907245982,0.04148001768251198,0.08468740603432838,127,0.026253529197473733,4.212083911790587
201,0.1,other,,,,0.6965569471676205,0.6966080216497192,0.002485736961970824,0.694071210205649,0.0035686055132727753,72,0.06307533325906796,3.347087395508421
201,0.12,peak1,159,221,289,0.0737235074488891,0.07372904603562844,0.04808991096990005,0.025633596478989055,0.6523009096283128,46,0.031053438284480206,4.101515495840759
201,0.12,peak2,290,385,556,0.1921978151063254,0.1922122542493737,0.01969153613991216,0.17250627896641324,0.10245452649406364,200,0.03349518068454913,4.005242199264443
201,0.12,peak3,557,645,796,0.04512264726116188,0.04512603716628729,0.004583025888440902,0.04053962137272097,0.10156819616356197,127,0.025890030829482113,4.233388062237095
201,0.12,other,,,,0.6888809093589671,0.6889326625487106,0.002948832279158249,0.6859320770798085,0.004280612569017571,72,0.06305866000083539,3.348960690476495
201,0.14,peak1,159,221,288,0.0801336753837166,0.08013983875429806,0.05486103924785729,0.02527263613585931,0.6846190317011869,46,0.032584620251190355,4.088123591757111
201,0.14,peak2,289,385,557,0.19345543405140586,0.19347031340799778,0.023195459206479453,0.17025997484492647,0.11990078914152316,200,0.03301175147118273,4.030547555203958
201,0.14,peak3,558,645,796,0.04494762599877435,0.04495108308313322,0.005317780887135423,0.039629845111638924,0.11831060637730743,127,0.025531824004257884,4.253483190637349
201,0.14,other,,,,0.6813863568672951,0.6814387647545711,0.003401641670328576,0.6779847151969662,0.0049922362490023705,72,0.06304131833879949,3.350833349490276
201,0.16,peak1,159,221,287,0.08623480943730105,0.08624159495679629,0.06131317164745438,0.024921637789846688,0.7110025759613176,46,0.03383794075420286,4.073750996879357
201,0.16,peak2,288,385,557,0.194784355460361,0.1947996823689489,0.02672373812108785,0.16806061733927313,0.13719653232893328,200,0.032534973224394866,4.054265979931924
201,0.16,peak3,558,645,796,0.044835275863871656,0.044838803796970056,0.0060762829973335175,0.03875899286653813,0.1355246037914935,127,0.025162007077119884,4.2743155936462855
201,0.16,other,,,,0.6740668788812831,0.6741199188772845,0.003844553224114484,0.6702223256571684,0.00570351896015883,72,0.06302332146003649,3.35270853687331
201,0.18,peak1,159,221,286,0.09203951290084088,0.09204691715970223,0.06745932078086601,0.024580192119974864,0.7329386983343075,46,0.034884302806678806,4.059213964050389
201,0.18,peak2,287,385,465,0.17832015611428367,0.17833450135095924,0.013093249630973091,0.16522690648331056,0.07342551686967878,200,0.034598046399265225,3.960045495679923
201,0.18,peak3,466,475,558,0.017944773784236673,0.01794621737890726,0.01724679384178277,0.0006979799424539024,0.9611039988106713,177,0.028241540310947336,4.158396314179972
201,0.18,other,,,,0.7116151171480021,0.7116723641104311,0.011069613052983061,0.7005455040950187,0.015555618179315318,72,0.059078027456843665,3.6223922936968913
201,0.2,peak1,159,221,285,0.09756004301454883,0.09756806196269863,0.0733121302889995,0.024247912725549346,0.7514565187109099,46,0.03577259528464334,4.044915968343176
201,0.2,peak2,286,385,463,0.17761502795637618,0.17762962702435317,0.014587624835668986,0.1630274031207072,0.08213057759533633,200,0.03441473933898733,3.970386843593311
201,0.2,peak3,464,476,558,0.020181981224173872,0.02018364008220628,0.01937776287880419,0.0008042183453696855,0.9601516651692058,177,0.0281418293245649,4.163896898031414
201,0.2,other,,,,0.7045607595561185,0.7046186709307416,0.01224180555238749,0.6923189540037309,0.01737508850209025,72,0.05902920412833858,3.625910486737024
201,0.22,peak1,159,221,284,0.10280827496221663,0.10281690402715743,0.07888384053717916,0.02392443442503745,0.7672907707688899,46,0.03653757535335192,4.031050519269445
201,0.22,peak2,285,385,461,0.1769774056816611,0.17699226002609242,0.016116692080406166,0.16086071360125492,0.09106638227817701,200,0.03423108665730535,3.9800157429935803
201,0.22,peak3,462,477,558,0.022443537370600404,0.022445421136683855,0.021515547771560405,0.0009279895990400005,0.9586522577204961,177,0.028018572010078065,4.170531089532474
201,0.22,other,,,,0.6976868554656324,0.6977454148100661,0.013401953439607824,0.6842849020260242,0.019209124171708,72,0.0589780314711539,3.629550921696974
201,0.24,peak1,159,221,283,0.10779567056296892,0.10780490475126814,0.08418625884741382,0.02360941171555511,0.7809799633672333,46,0.037204596177761826,4.01770180232358
201,0.24,peak2,284,385,459,0.17640871356853036,0.17642382541180018,0.017686084135732583,0.1587226294327978,0.10025629561014844,200,0.03404623970581173,3.988988542556617
201,0.24,peak3,460,478,559,0.02479174196537638,0.02479386572055484,0.023710077243423017,0.0010816647219533612,0.9563699588571068,177,0.02781496376767112,4.182511797815311
201,0.24,other,,,,0.6909182174265438,0.690977404116378,0.014491504428651164,0.6764267129978913,0.020974268825372018,72,0.05893043215609919,3.632889738004579
201,0.26,peak1,159,221,283,0.11265011198213928,0.11265995617662361,0.08934754855146067,0.023302563430678616,0.7931421192517478,46,0.03776278061612912,4.007489976666569
201,0.26,peak2,284,385,458,0.17618734290714347,0.1762027394517073,0.019481489525351933,0.15670585338179155,0.11057258259249259,200,0.033816963654297594,3.999475130715429
201,0.26,peak3,459,478,559,0.026696331133676723,0.0266986640552431,0.025545516370362634,0.0011508147633140903,0.9568924000248721,176,0.027744525149414,4.185649757485201
201,0.26,other,,,,0.6843788342653988,0.6844386403164263,0.015620850614147733,0.6687579836512506,0.022824859320663974,72,0.0588754259157315,3.636716811486331
201,0.28,peak1,159,221,282,0.11715968797300046,0.11717012756907355,0.09415621160902062,0.023003476363979848,0.8036570704312476,46,0.03828466220370755,3.9952873478933046
201,0.28,peak2,283,385,457,0.1761708745663969,0.1761865723955917,0.02144125415237289,0.154729620414024,0.12170714486798957,200,0.03356735612243382,4.0108426340979255
201,0.28,peak3,458,478,559,0.02858014652711913,0.028582693181097258,0.027355337962922433,0.0012248085641966984,0.9571447766009702,176,0.027668981516954082,4.189307429055551
201,0.28,other,,,,0.6780001931720508,0.6780606068542366,0.01673769617100303,0.6612624970010479,0.024686860475208797,72,0.05881836942862548,3.640645993288616
201,0.3,peak1,159,221,282,0.12157981501351738,0.12159085693206324,0.09886786454608963,0.022711950467427754,0.8131930825449718,46,0.038719419650834065,3.986416759839415
201,0.3,peak2,283,385,456,0.17610976671102122,0.17612576105760694,0.02331774114118562,0.15279202556983557,0.13240458821030487,0,0.03334068986491139,4.020171703498562
201,0.3,peak3,457,478,559,0.030443232451834275,0.03044599731615792,0.02913930401942773,0.0013039284324065405,0.9571685288521988,176,0.0275848439863664,4.193392811536647
201,0.3,other,,,,0.6717763737442942,0.6718373846941719,0.017841961855310468,0.653934411888983,0.026559376829322454,73,0.058763207177728774,3.6446711782860266
