scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,lo,hi,hit_mass,flux_c2o,flux_o2c,occupancy_mass,L0R0,L0R1,L1R0,L1R1,rollback_share
width_bx,width_h3_bx_m0p12,3,-0.12,1.0,0.55,0.002,0.002,valley,1316,1368,0.008126332185821346,0.0009527601698951185,0.0004243150648444284,10.905536429462737,0.02127502274167949,0.8160077781657671,0.008175150662205364,0.154542048430348,0.9705498265961151
width_bx,width_h3_bx_m0p12,3,-0.12,1.0,0.55,0.002,0.002,peak2,1852,1904,0.01061651538308904,0.001057732820803552,0.0003866381800593365,19.93781562388381,0.0032914547468671823,0.8702113815380528,0.0015703472239265099,0.12492681649115354,0.9951381980292063
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,peak1,382,434,0.07146808344444673,0.00013152573522487747,0.00016429786388166617,29.159883958736298,0.30764069014837736,0.6885555161158782,0.0011341299515241464,0.0026696637842202973,0.6912251799000985
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,valley,1065,1117,0.005108168633712104,0.001046357180690126,0.000746591536423275,5.573000662009298,0.022827297752747687,0.6397669107085768,0.038812716410556,0.29859307512811956,0.9383599858366964
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,peak2,1647,1699,0.0142678870811211,0.0009488162561939246,0.000578732989817306,23.870186559421477,0.010713500302088366,0.8906976149889325,0.0036906234590436157,0.09489826124993557,0.9855958762388681
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,early,10,60,1.1790342933292662e-16,6.894334929810559e-24,4.796762585910148e-24,6.987587095745148e-15,0.9900516445382582,0.009948296987319354,5.84743984374542e-08,2.3967536652639072e-14,0.00994829698734332
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,middle,120,200,0.011092012709170422,2.331812725042594e-06,1.327183994610251e-06,2.032347466985674,0.589190901720802,0.410526401998055,0.00017331257221101198,0.0001093837089318707,0.4106357857069869
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,late,260,360,0.22144184118252697,0.00028119518993086187,0.00026148228348340955,69.02763814864772,0.3974705975604855,0.6003052684332103,0.0009014566728119516,0.0013226773334922848,0.6016279457667026
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,early,10,60,1.7317617989236918e-15,1.1041484062176346e-22,7.49220521987214e-23,1.0263170643983122e-13,0.9903649459847631,0.00963499025656016,6.375865311253978e-08,2.3565966052474798e-14,0.009634990256583726
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.048094823012341525,1.4116923982628895e-05,6.408338096586628e-06,8.696955329863991,0.5979920407022024,0.40163623432156637,0.00023268483594228914,0.00013904014028909745,0.40177527446185546
