t,f_total,f_near,f_far,N_direct,N_detour,F_clean,F_linger,F_rollback,F_no_return
2354,1.5158203030700758e-07,1.1448636881983839e-19,1.515820303068931e-07,1.0382243624880744e-31,1.144863688197456e-19,3.747101193358506e-08,8.942119670605273e-08,2.468982166727e-08,1.2689220863963779e-07
2355,1.5079956606559975e-07,1.1389510125703617e-19,1.5079956606548585e-07,1.009791036948499e-31,1.1389510125694618e-19,3.727758389772077e-08,8.895961674085387e-08,2.4562365426925823e-08,1.2623720063857465e-07
2356,1.500211415898702e-07,1.1330688899800076e-19,1.5002114158975688e-07,9.821364005152547e-32,1.1330688899791349e-19,3.708515453235073e-08,8.850041976856026e-08,2.4435567288860412e-08,1.2558557430091098e-07
2357,1.4924673601747088e-07,1.1272171623644656e-19,1.4924673601735815e-07,9.552391276236188e-32,1.1272171623636192e-19,3.6893718679890486e-08,8.804359348350045e-08,2.430942385398169e-08,1.2493731216339093e-07
2358,1.4847632859383618e-07,1.1213956724810127e-19,1.4847632859372402e-07,9.290784767413232e-32,1.121395672480192e-19,3.6703271209403067e-08,8.758912564357297e-08,2.4183931740762405e-08,1.2429239685297604e-07
2359,1.4770989867162568e-07,1.1156042639027668e-19,1.477098986715141e-07,9.03634274373953e-32,1.1156042639019712e-19,3.651380701646131e-08,8.713700406991781e-08,2.4059087585149284e-08,1.2365081108637913e-07
2360,1.4694742571016966e-07,1.109842781014417e-19,1.4694742571005867e-07,8.788868995083824e-32,1.1098427810136451e-19,3.632532102301077e-08,8.668721664658947e-08,2.393488804047267e-08,1.2301253766960025e-07
2361,1.46188889274918e-07,1.1041110690079755e-19,1.461888892748076e-07,8.548172684822478e-32,1.104111069007227e-19,3.6137808177233367e-08,8.623975132023176e-08,2.3811329777356635e-08,1.2237755949746512e-07
2362,1.4543426903689136e-07,1.0984089738785558e-19,1.454342690367815e-07,8.314068202677945e-32,1.0984089738778304e-19,3.595126345341174e-08,8.579459609975431e-08,2.368840948362955e-08,1.2174585955316604e-07
2363,1.446835447721354e-07,1.0927363424201702e-19,1.4468354477202613e-07,8.086375021587479e-32,1.092736342419467e-19,3.576568185179432e-08,8.535173905601074e-08,2.3566123864235085e-08,1.2111742090780507e-07
2364,1.4393669636117806e-07,1.0870930222215513e-19,1.4393669636106935e-07,7.864917558491694e-32,1.0870930222208703e-19,3.558105839846111e-08,8.491116832147848e-08,2.3444469641143747e-08,1.204922267199396e-07
2365,1.431937037884893e-07,1.0814788616619967e-19,1.4319370378838114e-07,7.649525038935642e-32,1.0814788616613363e-19,3.539738814519008e-08,8.447287208994016e-08,2.3323443553264824e-08,1.1987026023513022e-07
2366,1.4245454714194375e-07,1.0758937099072332e-19,1.4245454714183616e-07,7.440031365378003e-32,1.0758937099065932e-19,3.521466616932433e-08,8.403683861616691e-08,2.320304235635875e-08,1.1925150478549125e-07
