t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
353,89,0.009107468123861567,0.2627504553734062,0.732695810564663,0.004553734061930784,0.2581967213114754,0.004553734061930784
354,91,0.00960658737419945,0.25892040256175664,0.7360475754803294,0.005032021957913998,0.25434583714547115,0.004574565416285453
355,92,0.00964630225080386,0.2521819016995866,0.7427652733118971,0.005052824988516307,0.24758842443729903,0.004593477262287551
356,98,0.009041591320072333,0.25361663652802896,0.7418625678119349,0.0045207956600361665,0.24909584086799277,0.0045207956600361665
357,107,0.010341726618705036,0.2585431654676259,0.7365107913669064,0.0049460431654676255,0.25314748201438847,0.00539568345323741
358,112,0.009834599910594547,0.25748770675011173,0.737594993294591,0.0049172999552972736,0.25257040679481446,0.0049172999552972736
359,117,0.009375,0.2598214285714286,0.7352678571428571,0.004910714285714286,0.25535714285714284,0.004464285714285714
360,102,0.00887705281846427,0.26409232134931204,0.7310252996005326,0.004882379050155349,0.2600976475810031,0.0039946737683089215
361,130,0.009354120267260579,0.26146993318485523,0.733630289532294,0.004899777282850779,0.25701559020044545,0.004454342984409799
362,104,0.009730207872622734,0.25785050862450243,0.7372843874391862,0.004865103936311367,0.2529854046881911,0.004865103936311367
363,112,0.009166302924487123,0.25796595373199477,0.7376691401134876,0.004364906154517678,0.25316455696202533,0.004801396769969445
